zone,population,placename,category,description,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,2024,2025,last12mos,total_prior3years,avg_prior3years,inc_19to22,inc_19tolast12,inc_22tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate_last12,rate_prior3years
15,11100,Beaver Creek and Cottonade,Aggravated Assault,AGG ASSAULT OFFICER MISD,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,4,1.3,-100,-100,NA,-100,9,18,18,0,0,11.7
15,11100,Beaver Creek and Cottonade,Motor Vehicle Theft,MOTOR VEHICLE THEFT - RECREATIONAL VEHICLE,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0.7,0,-100,-100,-100,9,0,9,9,0,6.3
15,11100,Beaver Creek and Cottonade,Other/Unknown,FRAUD - WELFARE,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3,1,-100,-100,NA,-100,9,9,18,0,0,9
15,11100,Beaver Creek and Cottonade,Other/Unknown,FRAUD- FALSE PRETENSE/TRICKERY,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,3,1,NA,NA,NA,-100,0,27,0,0,0,9
15,11100,Beaver Creek and Cottonade,Other/Unknown,HACKING/COMPUTER INVASION,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,3,3,1,NA,NA,NA,200,0,18,9,0,27,9
15,11100,Beaver Creek and Cottonade,Burglary,BREAKING OR ENTERING BUILDINGS GENERALLY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
15,11100,Beaver Creek and Cottonade,Burglary,BURGLARY - SHOPLIFTING ESCALATION,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
15,11100,Beaver Creek and Cottonade,Theft,B&E-VEHICLE - OTHER MOTOR VEHICLES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
15,11100,Beaver Creek and Cottonade,Theft,LARCENY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
15,11100,Beaver Creek and Cottonade,Aggravated Assault,DISCHARING FIREARM INTO OCCUPIED PROPERTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
15,11100,Beaver Creek and Cottonade,Other/Unknown,"ABUSE,NEGLECT,AND EXPLOIT DISABLED OR ELDER ADULTS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
15,11100,Beaver Creek and Cottonade,Other/Unknown,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,0,0,0,0,9,0
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,AGGRAVATED ASSAULT,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,AGGRAVATED ASSAULT - DOMESTIC,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,AGGRAVATED ASSAULT - OFFICER,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,ALL OTHER,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Burglary,BURGLARY - FORCIBLE ENTRY - BUSINESS,5,8,10,7,1,3,4,4,4,3,4,7,5,2,2,1,1,16,5.3,66.7,-66.7,-80,-81,28,37.4,65.4,46.7,9.3,49.5
16,10700,Loch Lommond and Beaver Creek Pond,Burglary,BURGLARY - FORCIBLE ENTRY - RESIDENCE,230,190,200,194,122,82,67,74,66,41,33,18,24,24,21,3,19,75,25,-41.5,-53.7,-20.8,-24,383.2,308.4,168.2,224.3,177.6,233.6
16,10700,Loch Lommond and Beaver Creek Pond,Burglary,BURGLARY - NO FORCE ENTRY - BUSINESS,1,1,1,1,1,2,0,1,8,0,1,2,0,1,0,0,0,3,1,NA,NA,NA,-100,0,9.3,18.7,0,0,9.3
16,10700,Loch Lommond and Beaver Creek Pond,Burglary,BURGLARY - NO FORCE ENTRY - RESIDENCE,47,45,48,47,37,34,32,37,35,32,26,8,14,12,10,2,9,48,16,-56.2,-71.9,-35.7,-44,299.1,243,74.8,130.8,84.1,149.5
16,10700,Loch Lommond and Beaver Creek Pond,Motor Vehicle Theft,MOTOR VEHICLE THEFT - AUTOMOBILE,27,20,17,21,30,22,22,22,9,19,29,22,14,47,43,10,44,65,21.7,-26.3,131.6,214.3,103,177.6,271,205.6,130.8,411.2,202.8
16,10700,Loch Lommond and Beaver Creek Pond,Motor Vehicle Theft,MOTOR VEHICLE THEFT - OTHER VEHICLE,25,14,11,10,16,2,7,11,5,2,6,4,6,3,5,1,5,16,5.3,200,150,-16.7,-6,18.7,56.1,37.4,56.1,46.7,49.5
16,10700,Loch Lommond and Beaver Creek Pond,Motor Vehicle Theft,MOTOR VEHICLE THEFT - TRUCK,3,1,4,2,5,0,3,2,2,1,1,1,4,1,0,0,0,6,2,300,-100,-100,-100,9.3,9.3,9.3,37.4,0,18.7
16,10700,Loch Lommond and Beaver Creek Pond,Murder,CRIMINAL HOMICIDE - MURDER,1,1,0,1,0,2,1,0,0,1,0,2,2,0,2,0,2,4,1.3,100,100,0,54,9.3,0,18.7,18.7,18.7,12.1
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,ALL OTHER - COMMUNICATING THREATS,30,37,29,37,41,29,38,31,24,29,25,27,17,15,17,8,22,69,23,-41.4,-24.1,29.4,-4,271,233.6,252.3,158.9,205.6,215
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,ALL OTHER - KIDNAPPING,1,4,1,5,1,4,3,2,4,2,2,2,1,1,4,2,5,5,1.7,-50,150,400,194,18.7,18.7,18.7,9.3,46.7,15.9
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,ALL OTHER - STALKING,4,2,3,4,6,3,3,3,2,2,2,2,4,5,5,0,4,8,2.7,100,100,0,48,18.7,18.7,18.7,37.4,37.4,25.2
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,ARSON,2,3,4,3,1,0,3,2,1,1,1,1,1,2,1,0,1,3,1,0,0,0,0,9.3,9.3,9.3,9.3,9.3,9.3
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,ASSAULT - DOMESTIC VIOLENCE,36,27,32,37,22,23,16,23,28,36,52,63,54,22,19,2,18,169,56.3,50,-50,-66.7,-68,336.4,486,588.8,504.7,168.2,526.2
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,ASSAULT - NON PHYSICAL,6,2,1,2,0,0,2,0,2,1,0,0,0,1,2,0,2,0,0,-100,100,NA,NA,9.3,0,0,0,18.7,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,ASSAULT - PHYSICAL OFFICER,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,ASSAULT - SIMPLE DOMESTIC,28,36,52,83,70,67,55,49,44,30,29,16,20,31,45,28,64,65,21.7,-33.3,113.3,220,195,280.4,271,149.5,186.9,598.1,202.8
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,ASSAULT - SIMPLE PHYSICAL,70,62,55,55,51,61,41,48,41,32,32,37,29,24,43,4,37,98,32.7,-9.4,15.6,27.6,13,299.1,299.1,345.8,271,345.8,305.6
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,EMBEZZLEMENT - ALL OTHER,1,1,5,1,2,0,2,0,4,5,1,1,3,1,1,1,1,5,1.7,-40,-80,-66.7,-41,46.7,9.3,9.3,28,9.3,15.9
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,FORGERY - UNDETERMINED,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,FORGERY - USING / UTTERING,2,1,3,1,1,2,2,2,0,2,1,0,3,1,0,0,0,4,1.3,50,-100,-100,-100,18.7,9.3,0,28,0,12.1
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,FRAUD - CREDIT CARD / ATM,12,20,18,17,19,9,8,12,17,27,19,19,12,24,9,4,12,50,16.7,-55.6,-55.6,0,-28,252.3,177.6,177.6,112.1,112.1,156.1
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,FRAUD - FALSE PRETENSE,10,15,18,13,15,22,30,20,18,11,15,13,12,18,25,8,25,40,13.3,9.1,127.3,108.3,88,102.8,140.2,121.5,112.1,233.6,124.3
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,FRAUD - IMPERSONATION,3,4,8,12,10,13,7,15,3,1,0,0,1,2,3,0,2,1,0.3,0,100,100,567,9.3,0,0,9.3,18.7,2.8
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,FRAUD - OTHER,14,13,22,17,14,8,7,8,3,2,2,1,2,3,11,0,7,5,1.7,0,250,250,312,18.7,18.7,9.3,18.7,65.4,15.9
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,17,25,10,23,12,20,11,11,19,15,13,11,9,8,12,2,10,33,11,-40,-33.3,11.1,-9,140.2,121.5,102.8,84.1,93.5,102.8
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,OTHER - THREATENING PHONE CALL,3,8,4,5,2,5,0,1,2,2,0,0,1,0,0,2,2,1,0.3,-50,0,100,567,18.7,0,0,9.3,18.7,2.8
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,PHYSICAL ASLT - SEXUAL MOTIVE,3,1,0,1,3,3,1,3,1,0,1,0,1,0,0,2,2,2,0.7,NA,NA,100,186,0,9.3,0,9.3,18.7,6.5
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,SIMPLE ASLT ALL OTHER,8,9,6,7,1,3,2,3,2,3,3,1,5,1,1,0,1,9,3,66.7,-66.7,-80,-67,28,28,9.3,46.7,9.3,28
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,STOLEN PROPERTY - POSSESSION,1,3,9,6,1,6,2,11,9,1,2,2,1,3,5,0,3,5,1.7,0,200,200,76,9.3,18.7,18.7,9.3,28,15.9
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,VANDALISM / DAMAGE TO PROPERTY,194,159,145,178,117,102,118,120,109,130,124,91,107,72,60,17,67,322,107.3,-17.7,-48.5,-37.4,-38,1215,1158.9,850.5,1000,626.2,1002.8
16,10700,Loch Lommond and Beaver Creek Pond,Robbery,ROBBERY - BUSINESS,2,7,5,6,2,2,3,2,1,2,0,3,1,2,1,0,1,4,1.3,-50,-50,0,-23,18.7,0,28,9.3,9.3,12.1
16,10700,Loch Lommond and Beaver Creek Pond,Robbery,ROBBERY - INDIVIDUAL,7,15,17,12,10,10,9,13,13,9,7,6,6,7,14,1,14,19,6.3,-33.3,55.6,133.3,122,84.1,65.4,56.1,56.1,130.8,58.9
16,10700,Loch Lommond and Beaver Creek Pond,Theft,LARCENY - ALL OTHER,115,100,120,137,111,99,58,55,32,49,42,27,32,47,39,10,39,101,33.7,-34.7,-20.4,21.9,16,457.9,392.5,252.3,299.1,364.5,315
16,10700,Loch Lommond and Beaver Creek Pond,Theft,LARCENY - AUTOMOBILE ACCESSORIES,16,23,16,18,12,15,17,19,18,9,21,8,15,9,9,0,7,44,14.7,66.7,-22.2,-53.3,-52,84.1,196.3,74.8,140.2,65.4,137.4
16,10700,Loch Lommond and Beaver Creek Pond,Theft,LARCENY - BICYCLE,5,6,5,2,4,4,5,4,1,3,3,0,2,3,2,1,3,5,1.7,-33.3,0,50,76,28,28,0,18.7,28,15.9
16,10700,Loch Lommond and Beaver Creek Pond,Theft,LARCENY - FROM BUILDING,15,14,13,24,14,31,43,48,31,41,38,16,35,16,21,5,21,89,29.7,-14.6,-48.8,-40,-29,383.2,355.1,149.5,327.1,196.3,277.6
16,10700,Loch Lommond and Beaver Creek Pond,Theft,LARCENY - FROM MOTOR VEHICLE,114,94,152,100,102,68,136,94,61,57,124,51,53,60,69,6,63,228,76,-7,10.5,18.9,-17,532.7,1158.9,476.6,495.3,588.8,710.3
16,10700,Loch Lommond and Beaver Creek Pond,Theft,LARCENY - SHOPLIFTING,16,13,26,30,42,24,47,36,7,13,12,29,17,18,10,4,13,58,19.3,30.8,0,-23.5,-33,121.5,112.1,271,158.9,121.5,180.4
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,BEATING TAXI FARE,0,1,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,COUNTERFEIT - BUY / RECEIVE,0,3,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,9.3,0,0,2.8
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,COUNTERFEIT - POSSESSION / CONCEAL,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,COUNTERFEIT - USING,0,3,8,3,3,3,4,7,2,0,2,0,4,1,0,0,0,6,2,NA,NA,-100,-100,0,18.7,0,37.4,0,18.7
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,COUNTERFEIT- UNDETERMINED,0,2,1,2,3,3,1,0,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,-100,-100,0,0,0,9.3,0,2.8
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,FRAUD - COMPUTER,0,1,0,0,1,3,0,0,1,12,12,19,13,8,4,2,5,44,14.7,8.3,-58.3,-61.5,-66,112.1,112.1,177.6,121.5,46.7,137.4
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,FRAUD - WORTHLESS CHECK,0,4,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,STOLEN PROPERTY - SELLING/DISTRIBUTING,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Burglary,BURGLARY - FORCE ENTRY - RES - HOMEINVS,0,0,6,4,3,5,2,1,6,3,1,1,4,1,5,0,5,6,2,33.3,66.7,25,150,28,9.3,9.3,37.4,46.7,18.7
16,10700,Loch Lommond and Beaver Creek Pond,Motor Vehicle Theft,MOTOR VEHICLE THEFT - RECREATIONAL VEHICLE,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,3,1,0,0,0,0,9.3,9.3,9.3,9.3,9.3,9.3
16,10700,Loch Lommond and Beaver Creek Pond,Theft,LARCENY - POCKET-PICKING,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,AGG ASLT SEX MOTIVE MISD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,0,0,0,1,0,3,3,4,1,2,3,8,13,8,6,4,9,24,8,550,350,-30.8,12,18.7,28,74.8,121.5,84.1,74.8
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,AGG ASSAULT DOMESTIC MISD,0,0,0,2,2,3,3,12,15,21,13,14,13,13,7,0,7,40,13.3,-38.1,-66.7,-46.2,-47,196.3,121.5,130.8,121.5,65.4,124.3
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,AGG ASSAULT FELONY,0,0,0,3,5,6,7,6,4,8,3,9,6,3,4,1,5,18,6,-25,-37.5,-16.7,-17,74.8,28,84.1,56.1,46.7,56.1
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,AGG ASSAULT MISDEMEANOR,0,0,0,6,5,11,13,14,11,22,10,16,16,9,10,0,7,42,14,-27.3,-68.2,-56.2,-50,205.6,93.5,149.5,149.5,65.4,130.8
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,SHOOT INTO OCCUP DWELL FEL,0,0,0,3,2,0,5,5,3,0,10,8,7,7,3,6,9,25,8.3,NA,NA,28.6,8,0,93.5,74.8,65.4,84.1,77.6
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,ASSAULT - SIMPLE - OFFICER,0,0,0,2,1,0,1,0,2,2,0,2,0,6,0,0,0,2,0.7,-100,-100,NA,-100,18.7,0,18.7,0,0,6.5
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,FORGERY -  PRESCRIPTIONS,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,9.3,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,NON-PHYSICAL ASSAULT SEXUAL MOTIVE,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,9.3,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Theft,LARCENY - COIN-OPERATED DEVICE,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0.3,NA,NA,NA,-100,0,9.3,0,0,0,2.8
16,10700,Loch Lommond and Beaver Creek Pond,Theft,LARCENY - PURSESNATCHING,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,3,1,NA,NA,-100,-100,0,0,9.3,18.7,0,9.3
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,ALL OTHER - BLACKMAIL/EXTORTION,0,0,0,0,1,0,1,0,1,2,0,3,1,3,0,0,0,4,1.3,-50,-100,-100,-100,18.7,0,28,9.3,0,12.1
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,SHOOT INTO OCCUP VEH FEL,0,0,0,0,0,1,2,2,2,3,2,2,3,1,0,0,0,7,2.3,0,-100,-100,-100,28,18.7,18.7,28,0,21.5
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,EMBEZZLEMENT - VIA PAPER,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,FRAUD - LARCENY BY TRICKERY,0,0,0,0,0,4,2,1,1,3,1,2,3,1,1,0,1,6,2,0,-66.7,-66.7,-50,28,9.3,18.7,28,9.3,18.7
16,10700,Loch Lommond and Beaver Creek Pond,Robbery,ROBBERY OF DELIVERY DRIVER,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.3,NA,NA,NA,-100,0,9.3,0,0,0,2.8
16,10700,Loch Lommond and Beaver Creek Pond,Theft,LARCENY - MEDICATION,0,0,0,0,0,0,2,3,2,0,2,2,4,0,2,0,2,8,2.7,NA,NA,-50,-26,0,18.7,18.7,37.4,18.7,25.2
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,COUNTERFEIT - MANUFACTURE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,STOLEN PROPERTY - BUY / RECEIVE,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0.3,0,-100,-100,-100,9.3,0,0,9.3,0,2.8
16,10700,Loch Lommond and Beaver Creek Pond,Theft,LARCENY - GAS,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,IDENTITY THEFT,0,0,0,0,0,0,0,0,2,11,7,9,13,14,8,0,7,29,9.7,18.2,-36.4,-46.2,-28,102.8,65.4,84.1,121.5,65.4,90.7
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,AGG ASSAULT OFFICER FELONY,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,4,1.3,0,-100,-100,-100,18.7,0,18.7,18.7,0,12.1
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,AGG ASSAULT OFFICER MISD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,9.3,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,FRAUD - WELFARE,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0.3,-100,-100,NA,-100,9.3,9.3,0,0,0,2.8
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,HACKING/COMPUTER INVASION,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,5,1.7,NA,NA,0,-41,0,18.7,18.7,9.3,9.3,15.9
16,10700,Loch Lommond and Beaver Creek Pond,Burglary,BURGLARY - SHOPLIFTING ESCALATION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,9.3,0,0,2.8
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,EMBEZZLEMENT - WIRE/COMPUTER/ELECTRONIC MANIPULATION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,9.3,0,0,2.8
16,10700,Loch Lommond and Beaver Creek Pond,Robbery,ROBBERY - SHOPLIFTING ESCALATION,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,9.3,9.3,2.8
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,ASSAULT BY POINTING A GUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,NA,NA,NA,NA,0,0,0,0,9.3,0
16,10700,Loch Lommond and Beaver Creek Pond,Aggravated Assault,ASSAULT INFLICTING SERIOUS INJURY - STRANGULATION,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,NA,NA,NA,NA,0,0,0,0,9.3,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,ALL OTHER - BRIBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,COMMUNICATING THREATS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,FRAUD- FALSE PRETENSE/TRICKERY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,UNAUTHORIZED USE OF MOTOR VEHICLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Theft,LARCENY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
16,10700,Loch Lommond and Beaver Creek Pond,Other/Unknown,POSSESSING STOLEN GOODS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Aggravated Assault,AGG ASLT SEX MOTIVE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Aggravated Assault,AGGRAVATED ASSAULT,24,22,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Aggravated Assault,AGGRAVATED ASSAULT - DOMESTIC,6,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Aggravated Assault,ALL OTHER,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
17,7000,Hollywood Heights,Burglary,BURGLARY - FORCIBLE ENTRY - BUSINESS,21,20,21,10,1,3,1,7,2,0,17,1,5,2,3,0,2,23,7.7,NA,NA,-60,-74,0,242.9,14.3,71.4,28.6,110
17,7000,Hollywood Heights,Burglary,BURGLARY - FORCIBLE ENTRY - RESIDENCE,177,194,159,86,45,35,53,42,26,25,16,15,26,32,13,4,11,57,19,4,-56,-57.7,-42,357.1,228.6,214.3,371.4,157.1,271.4
17,7000,Hollywood Heights,Burglary,BURGLARY - NO FORCE ENTRY - BUSINESS,4,3,2,0,1,1,0,0,7,1,1,1,2,1,2,0,1,4,1.3,100,0,-50,-23,14.3,14.3,14.3,28.6,14.3,18.6
17,7000,Hollywood Heights,Burglary,BURGLARY - NO FORCE ENTRY - RESIDENCE,39,47,40,24,21,21,25,28,13,11,18,14,9,11,16,1,13,41,13.7,-18.2,18.2,44.4,-5,157.1,257.1,200,128.6,185.7,195.7
17,7000,Hollywood Heights,Motor Vehicle Theft,MOTOR VEHICLE THEFT - AUTOMOBILE,27,30,28,24,20,22,18,14,20,13,16,21,18,29,76,3,67,55,18.3,38.5,415.4,272.2,266,185.7,228.6,300,257.1,957.1,261.4
17,7000,Hollywood Heights,Motor Vehicle Theft,MOTOR VEHICLE THEFT - OTHER VEHICLE,29,21,17,19,15,12,10,9,5,2,7,3,8,3,2,3,5,18,6,300,150,-37.5,-17,28.6,100,42.9,114.3,71.4,85.7
17,7000,Hollywood Heights,Motor Vehicle Theft,MOTOR VEHICLE THEFT - TRUCK,5,5,4,6,2,1,3,2,3,0,2,1,2,2,3,0,3,5,1.7,NA,NA,50,76,0,28.6,14.3,28.6,42.9,24.3
17,7000,Hollywood Heights,Other/Unknown,ALL OTHER - COMMUNICATING THREATS,34,35,41,40,43,39,34,39,17,18,33,25,20,20,43,4,44,78,26,11.1,144.4,120,69,257.1,471.4,357.1,285.7,628.6,371.4
17,7000,Hollywood Heights,Other/Unknown,ALL OTHER - KIDNAPPING,5,3,3,3,0,4,1,2,1,2,2,2,1,1,2,2,4,5,1.7,-50,100,300,135,28.6,28.6,28.6,14.3,57.1,24.3
17,7000,Hollywood Heights,Other/Unknown,ALL OTHER - STALKING,3,3,3,7,5,1,5,2,2,6,4,3,9,4,5,2,3,16,5.3,50,-50,-66.7,-43,85.7,57.1,42.9,128.6,42.9,75.7
17,7000,Hollywood Heights,Other/Unknown,ASSAULT - DOMESTIC VIOLENCE,45,36,34,29,19,29,26,25,25,29,27,42,33,34,14,0,10,102,34,13.8,-65.5,-69.7,-71,414.3,385.7,600,471.4,142.9,485.7
